no_correlativo,fase_1,fase_2,fase_3,fase_4,fase_5,fase_6,fase_7,fase_8,fase_9,fase_10,iniciada
17160,True,True,True,True,False,True,True,True,True,True,True
17207,True,True,True,True,False,True,True,True,True,True,True
17208,True,True,True,True,False,True,True,True,True,True,True
17209,True,True,True,True,False,True,True,True,True,True,True
17210,True,True,True,True,False,True,True,True,True,True,True
17211,True,True,True,True,False,True,True,True,True,True,True
17212,True,True,True,True,False,True,True,True,True,True,True
17213,True,True,True,True,False,True,True,True,True,True,True
17214,True,True,True,True,False,True,True,True,True,True,True
17215,True,True,True,True,False,True,True,True,True,True,True
17216,True,True,True,True,False,True,True,True,True,True,True
17217,True,True,True,True,False,True,True,True,True,True,True
17218,True,True,True,True,False,True,True,True,True,True,True
17219,True,True,True,True,False,True,True,True,True,True,True
17220,True,True,True,True,False,True,True,True,True,True,True
17221,True,True,True,True,False,True,True,True,True,True,True
17222,True,True,True,True,False,True,True,True,True,True,True
17260,True,True,True,True,False,True,True,True,True,True,True
17261,True,True,True,True,False,True,True,True,True,True,True
17262,True,True,True,True,False,True,True,True,True,True,True
17263,True,True,True,True,False,True,True,True,True,True,True
17264,True,True,True,True,False,True,True,True,True,True,True
17280,True,True,True,True,False,True,True,True,True,True,True
17281,True,True,True,True,False,True,True,True,True,True,True
17282,True,True,True,True,False,True,True,True,True,True,True
17283,True,True,True,True,False,True,True,True,True,True,True
17284,True,True,True,True,False,True,True,True,True,True,True
17302,False,False,False,False,False,False,False,False,False,False,True
17316,True,True,True,True,False,True,True,True,True,True,True
17317,True,True,True,True,False,True,True,True,True,True,True
17318,True,True,True,True,False,True,True,True,True,True,True
17319,True,True,True,True,False,True,True,True,True,True,True
17320,True,True,True,True,False,True,True,True,True,True,True
17335,True,True,True,True,False,True,True,True,True,True,True
17336,True,True,True,True,False,True,True,True,True,True,True
17337,True,True,True,True,False,True,True,True,True,True,True
17338,True,True,True,True,False,True,True,True,True,True,True
17352,True,True,True,True,False,True,True,True,True,True,True
17353,True,True,True,True,False,True,True,True,True,True,True
17354,False,False,False,False,False,False,False,False,False,False,True
17363,True,True,True,True,False,True,True,True,True,True,True
17364,True,True,True,True,False,True,True,True,True,True,True
17365,True,True,True,True,False,True,True,True,True,True,True
17366,True,True,True,True,False,True,True,True,True,True,True
17367,True,True,True,True,False,True,True,True,True,True,True
17368,False,False,False,False,False,False,False,False,False,False,True
17369,True,True,True,True,False,True,True,True,True,True,True
17370,True,True,True,True,False,True,True,True,True,True,True
17371,True,True,True,True,False,True,True,True,True,True,True
17372,True,True,True,True,False,True,True,True,True,True,True
17373,True,True,True,True,False,True,True,True,True,True,True
17374,True,True,True,True,False,True,True,True,True,True,True
17375,True,True,True,True,False,True,True,True,True,True,True
17376,True,True,True,True,False,True,True,True,True,True,True
17377,True,True,True,True,False,True,True,True,True,True,True
17378,True,True,True,True,False,True,True,True,True,True,True
17379,True,True,True,True,False,True,True,True,True,True,True
17380,True,True,True,True,False,True,True,True,True,True,True
17381,True,True,True,True,False,True,True,True,True,True,True
17382,True,True,True,True,False,True,True,True,True,True,True
17383,True,True,True,True,False,True,True,True,True,True,True
17388,True,True,True,True,False,True,True,True,True,True,True
17389,True,True,True,True,False,True,True,True,True,True,True
17391,True,True,True,True,False,True,True,True,True,True,True
17401,True,True,True,True,False,True,True,True,True,True,True
17403,True,True,True,True,False,True,True,True,True,True,True
17404,False,False,False,False,False,False,False,False,False,False,True
17405,False,False,False,False,False,False,False,False,False,False,True
17416,True,True,True,True,False,True,True,True,True,True,True
17417,True,True,True,True,False,True,True,True,True,True,True
17418,True,True,True,True,False,True,True,True,True,True,True
17419,True,True,True,True,False,True,True,True,True,True,True
17420,True,True,True,True,False,True,True,True,True,True,True
17425,False,False,False,False,False,False,False,False,False,False,True
17461,True,True,True,True,False,True,True,True,True,True,True
17471,False,False,False,False,False,False,False,False,False,False,True
17477,True,True,True,True,False,True,True,True,True,True,True
17534,True,True,True,True,False,True,True,True,True,True,True
17535,True,True,True,True,False,True,True,True,True,True,True
17569,True,True,True,True,True,True,True,True,True,True,True
17570,True,True,True,True,True,True,True,True,True,True,True
17571,True,True,True,True,True,True,True,True,True,True,True
17572,True,True,True,True,True,True,True,True,True,True,True
17573,True,True,True,True,True,True,True,True,True,True,True
17574,True,True,True,True,True,True,True,True,True,True,True
17612,True,True,True,True,True,True,True,True,True,True,True
17613,True,True,True,True,True,True,True,True,True,True,True
17614,True,True,True,True,True,True,True,True,True,True,True
17615,True,True,True,True,True,True,True,True,True,True,True
17616,True,True,True,True,True,True,True,True,True,True,True
17617,True,True,True,True,True,True,True,True,True,True,True
17618,True,True,True,True,True,True,True,True,True,True,True
17619,True,True,True,True,True,True,True,True,True,True,True
17620,True,True,True,True,True,True,True,True,True,True,True
17621,True,True,True,True,True,True,True,True,True,True,True
17622,True,True,True,True,True,True,True,True,True,True,True
17623,True,True,True,True,True,True,True,True,True,True,True
17624,True,True,True,True,True,True,True,True,True,True,True
17625,True,True,True,True,True,True,True,True,True,True,True
17626,True,True,True,True,True,True,True,True,True,True,True
17627,True,True,True,True,True,True,True,True,True,True,True
17628,True,True,True,True,True,True,True,True,True,True,True
17629,True,True,True,True,True,True,True,True,True,True,True
17630,True,True,True,True,True,True,True,True,True,True,True
17631,True,True,True,True,True,True,True,True,True,True,True
17632,True,True,True,True,True,True,True,True,True,True,True
17633,True,True,True,True,True,True,True,True,True,True,True
17634,True,True,True,True,True,True,True,True,True,True,True
17635,True,True,True,True,True,True,True,True,True,True,True
17636,True,True,True,True,True,True,True,True,True,True,True
17749,True,True,True,True,True,True,True,True,True,True,True
17750,True,True,True,True,True,True,True,True,True,True,True
17751,True,True,True,True,True,True,True,True,True,True,True
17752,True,True,True,True,True,True,True,True,True,True,True
17753,True,True,True,True,True,True,True,True,True,True,True
17754,True,True,True,True,True,True,True,True,True,True,True
17755,True,True,True,True,True,True,True,True,True,True,True
17756,True,True,True,True,True,True,True,True,True,True,True
17757,True,True,True,True,True,True,True,True,True,True,True
17758,True,True,True,True,True,True,True,True,True,True,True
17759,True,True,True,True,True,True,True,True,True,True,True
17760,True,True,True,True,True,True,True,True,True,True,True
17761,True,True,True,True,True,True,True,True,True,True,True
17762,True,True,True,True,True,True,True,True,True,True,True
17763,True,True,True,True,True,True,True,True,True,True,True
17764,True,True,True,True,True,True,True,True,True,True,True
17765,True,True,True,True,True,True,True,True,True,True,True
17766,True,True,True,True,True,True,True,True,True,True,True
17767,True,True,True,True,True,True,True,True,True,True,True
17768,True,True,True,True,True,True,True,True,True,True,True
17769,True,True,True,True,True,True,True,True,True,True,True
17770,True,True,True,True,True,True,True,True,True,True,True
17771,True,True,True,True,True,True,True,True,True,True,True
17772,True,True,True,True,True,True,True,True,True,True,True
17773,True,True,True,True,True,True,True,True,True,True,True
17774,True,True,True,True,True,True,True,True,True,True,True
17775,True,True,True,True,True,True,True,True,True,True,True
17776,True,True,True,True,True,True,True,True,True,True,True
17777,True,True,True,True,True,True,True,True,True,True,True
17778,True,True,True,True,True,True,True,True,True,True,True
17779,True,True,True,True,True,True,True,True,True,True,True
17935,True,True,True,True,True,True,True,True,True,True,True
17936,True,True,True,True,True,True,True,True,True,True,True
17937,True,True,True,True,True,True,True,True,True,True,True
17938,True,True,True,True,True,True,True,True,True,True,True
17939,True,True,True,True,True,True,True,True,True,True,True
17940,True,True,True,True,True,True,True,True,True,True,True
17941,True,True,True,True,True,True,True,True,True,True,True
17942,True,True,True,True,True,True,True,True,True,True,True
17943,True,True,True,True,True,True,True,True,True,True,True
17944,True,True,True,True,True,True,True,True,True,True,True
17945,True,True,True,True,True,True,True,True,True,True,True
17946,True,True,True,True,True,True,True,True,True,True,True
17947,True,True,True,True,True,True,True,True,True,True,True
17948,True,True,True,True,True,True,True,True,True,True,True
17949,True,True,True,True,True,True,True,True,True,True,True
17950,True,True,True,True,True,True,True,True,True,True,True
17951,True,True,True,True,True,True,True,True,True,True,True
17952,True,True,True,True,True,True,True,True,True,True,True
17953,True,True,True,True,True,True,True,True,True,True,True
17954,True,True,True,True,True,True,True,True,True,True,True
17955,True,True,True,True,True,True,True,True,True,True,True
17956,True,True,True,True,True,True,True,True,True,True,True
17957,True,True,True,True,True,True,True,True,True,True,True
17958,True,True,True,True,True,True,True,True,True,True,True
17959,True,True,True,True,True,True,True,True,True,True,True
17960,True,True,True,True,True,True,True,True,True,True,True
17961,True,True,True,True,True,True,True,True,True,True,True
17962,True,True,True,True,True,True,True,True,True,True,True
17963,True,True,True,True,True,True,True,True,True,True,True
17964,True,True,True,True,True,True,True,True,True,True,True
17965,True,True,True,True,True,True,True,True,True,True,True
18060,True,True,True,True,True,True,True,True,True,True,True
18092,True,True,True,True,True,True,True,True,True,True,True
18093,True,True,True,True,True,True,True,True,True,True,True
18094,True,True,True,True,True,True,True,True,True,True,True
18095,True,True,True,True,True,True,True,True,True,True,True
18096,True,True,True,True,True,True,True,True,True,True,True
18097,True,True,True,True,True,True,True,True,True,True,True
18098,True,True,True,True,True,True,True,True,True,True,True
18099,True,True,True,True,True,True,True,True,True,True,True
18100,True,True,True,True,True,True,True,True,True,True,True
18101,True,True,True,True,True,True,True,True,True,True,True
18102,True,True,True,True,True,True,True,True,True,True,True
18103,True,True,True,True,True,True,True,True,True,True,True
18104,True,True,True,True,True,True,True,True,True,True,True
18105,True,True,True,True,True,True,True,True,True,True,True
18106,True,True,True,True,True,True,True,True,True,True,True
18107,True,True,True,True,True,True,True,True,True,True,True
18108,True,True,True,True,True,True,True,True,True,True,True
18109,True,True,True,True,True,True,True,True,True,True,True
18110,True,True,True,True,True,True,True,True,True,True,True
18111,True,True,True,True,True,True,True,True,True,True,True
18112,True,True,True,True,True,True,True,True,True,True,True
18113,True,True,True,True,True,True,True,True,True,True,True
18114,True,True,True,True,True,True,True,True,True,True,True
18115,True,True,True,True,True,True,True,True,True,True,True
18116,True,True,True,True,True,True,True,True,True,True,True
18117,True,True,True,True,True,True,True,True,True,True,True
18118,True,True,True,True,True,True,True,True,True,True,True
18119,True,True,True,True,True,True,True,True,True,True,True
18120,True,True,True,True,True,True,True,True,True,True,True
18121,True,True,True,True,True,True,True,True,True,True,True
18183,True,True,True,True,True,True,True,True,True,True,True
18184,True,True,True,True,True,True,True,True,True,True,True
18185,True,True,True,True,True,True,True,True,True,True,True
18186,True,True,True,True,True,True,True,True,True,True,True
18187,True,True,True,True,True,True,True,True,True,True,True
18188,True,True,True,True,True,True,True,True,True,True,True
18189,True,True,True,True,True,True,True,True,True,True,True
18190,True,True,True,True,True,True,True,True,True,True,True
18191,True,True,True,True,True,True,True,True,True,True,True
18192,True,True,True,True,True,True,True,True,True,True,True
18193,True,True,True,True,True,True,True,True,True,True,True
18194,True,True,True,True,True,True,True,True,True,True,True
18195,True,True,True,True,True,True,True,True,True,True,True
18196,True,True,True,True,True,True,True,True,True,True,True
18197,True,True,True,True,True,True,True,True,True,True,True
18199,True,True,True,True,True,True,True,True,True,True,True
18200,True,True,True,True,True,True,True,True,True,True,True
18201,True,True,True,True,True,True,True,True,True,True,True
18202,True,True,True,True,True,True,True,True,True,True,True
18203,True,True,True,True,True,True,True,True,True,True,True
18204,True,True,True,True,True,True,True,True,True,True,True
18205,True,True,True,True,True,True,True,True,True,True,True
18206,True,True,True,True,True,True,True,True,True,True,True
18207,True,True,True,True,True,True,True,True,True,True,True
18208,True,True,True,True,True,True,True,True,True,True,True
18209,True,True,True,True,True,True,True,True,True,True,True
18210,True,True,True,True,True,True,True,True,True,True,True
18211,True,True,True,True,True,True,True,True,True,True,True
18212,True,True,True,True,True,True,True,True,True,True,True
18213,True,True,True,True,True,True,True,True,True,True,True
18253,True,True,True,True,True,True,True,True,True,True,True
18254,True,True,True,True,True,True,True,True,True,True,True
18290,True,True,True,True,True,True,True,True,True,True,True
18291,True,True,True,True,True,True,True,True,True,True,True
18292,True,True,True,True,True,True,True,True,True,True,True
18293,True,True,True,True,True,True,True,True,True,True,True
18294,True,True,True,True,True,True,True,True,True,True,True
18295,True,True,True,True,True,True,True,True,True,True,True
18296,True,True,True,True,True,True,True,True,True,True,True
18297,True,True,True,True,True,True,True,True,True,True,True
18298,True,True,True,True,True,True,True,True,True,True,True
18299,True,True,True,True,True,True,True,True,True,True,True
18300,True,True,True,True,True,True,True,True,True,True,True
18301,True,True,True,True,True,True,True,True,True,True,True
18302,True,True,True,True,True,True,True,True,True,True,True
18303,True,True,True,True,True,True,True,True,True,True,True
18304,True,True,True,True,True,True,True,True,True,True,True
18305,True,True,True,True,True,True,True,True,True,True,True
18306,True,True,True,True,True,True,True,True,True,True,True
18307,True,True,True,True,True,True,True,True,True,True,True
18308,True,True,True,True,True,True,True,True,True,True,True
18309,True,True,True,True,True,True,True,True,True,True,True
18310,True,True,True,True,True,True,True,True,True,True,True
18311,True,True,True,True,True,True,True,True,True,True,True
18312,True,True,True,True,True,True,True,True,True,True,True
18313,True,True,True,True,True,True,True,True,True,True,True
18314,True,True,True,True,True,True,True,True,True,True,True
18315,True,True,True,True,True,True,True,True,True,True,True
18316,True,True,True,True,True,True,True,True,True,True,True
18317,True,True,True,True,True,True,True,True,True,True,True
18318,True,True,True,True,True,True,True,True,True,True,True
18319,True,True,True,True,True,True,True,True,True,True,True
18381,True,True,True,True,True,True,True,True,True,True,True
18382,True,True,True,True,True,True,True,True,True,True,True
18383,True,True,True,True,True,True,True,True,True,True,True
18384,True,True,True,True,True,True,True,True,True,True,True
18385,True,True,True,True,True,True,True,True,True,True,True
18386,True,True,True,True,True,True,True,True,True,True,True
18387,True,True,True,True,True,True,True,True,True,True,True
18388,True,True,True,True,True,True,True,True,True,True,True
18389,True,True,True,True,True,True,True,True,True,True,True
18390,True,True,True,True,True,True,True,True,True,True,True
18391,True,True,True,True,True,True,True,True,True,True,True
18392,True,True,True,True,True,True,True,True,True,True,True
18393,True,True,True,True,True,True,True,True,True,True,True
18394,True,True,True,True,True,True,True,True,True,True,True
18395,True,True,True,True,True,True,True,True,True,True,True
18397,True,True,True,True,True,True,True,True,True,True,True
18398,True,True,True,True,True,True,True,True,True,True,True
18399,True,True,True,True,True,True,True,True,True,True,True
18400,True,True,True,True,True,True,True,True,True,True,True
18401,True,True,True,True,True,True,True,True,True,True,True
18402,True,True,True,True,True,True,True,True,True,True,True
18403,True,True,True,True,True,True,True,True,True,True,True
18404,True,True,True,True,True,True,True,True,True,True,True
18405,True,True,True,True,True,True,True,True,True,True,True
18406,True,True,True,True,True,True,True,True,True,True,True
18407,True,True,True,True,True,True,True,True,True,True,True
18408,True,True,True,True,True,True,True,True,True,True,True
18409,True,True,True,True,True,True,True,True,True,True,True
18410,True,True,True,True,True,True,True,True,True,True,True
18411,True,True,True,True,True,True,True,True,True,True,True
18474,True,True,True,True,True,True,True,True,True,True,True
18475,True,True,True,True,True,True,True,True,True,True,True
18476,True,True,True,True,True,True,True,True,True,True,True
18477,True,True,True,True,True,True,True,True,True,True,True
18478,True,True,True,True,True,True,True,True,True,True,True
18479,True,True,True,True,True,True,True,True,True,True,True
18480,True,True,True,True,True,True,True,True,True,True,True
18481,True,True,True,True,True,True,True,True,True,True,True
18482,True,True,True,True,True,True,True,True,True,True,True
18483,True,True,True,True,True,True,True,True,True,True,True
18484,True,True,True,True,True,True,True,True,True,True,True
18485,True,True,True,True,True,True,True,True,True,True,True
18486,True,True,True,True,True,True,True,True,True,True,True
18487,True,True,True,True,True,True,True,True,True,True,True
18488,True,True,True,True,True,True,True,True,True,True,True
18489,True,True,True,True,True,True,True,True,True,True,True
18490,True,True,True,True,True,True,True,True,True,True,True
18491,True,True,True,True,True,True,True,True,True,True,True
18492,True,True,True,True,True,True,True,True,True,True,True
18494,True,True,True,True,True,True,True,True,True,True,True
18495,True,True,True,True,True,True,True,True,True,True,True
18496,True,True,True,True,True,True,True,True,True,True,True
18497,True,True,True,True,True,True,True,True,True,True,True
18498,True,True,True,True,True,True,True,True,True,True,True
18499,True,True,True,True,True,True,True,True,True,True,True
18500,True,True,True,True,True,True,True,True,True,True,True
18501,True,True,True,True,True,True,True,True,True,True,True
18502,True,True,True,True,True,True,True,True,True,True,True
18503,True,True,True,True,True,True,True,True,True,True,True
18504,True,True,True,True,True,True,True,True,True,True,True
18556,True,True,True,True,True,True,True,True,True,True,True
18557,True,True,True,True,True,True,True,True,True,True,True
18558,True,True,True,True,True,True,True,True,True,True,True
18559,True,True,True,True,True,True,True,True,True,True,True
18560,True,True,True,True,True,True,True,True,True,True,True
18562,True,True,True,True,True,True,True,True,True,True,True
18563,True,True,True,True,True,True,True,True,True,True,True
18564,True,True,True,True,True,True,True,True,True,True,True
18565,True,True,True,True,True,True,True,True,True,True,True
18610,True,True,True,True,True,True,True,True,True,True,True
18611,True,True,True,True,True,True,True,True,True,True,True
18615,True,True,True,True,True,True,True,True,True,True,True
18698,True,True,True,True,True,True,True,True,True,True,True
18699,True,True,True,True,True,True,True,True,True,True,True
18700,True,True,True,True,True,True,True,True,True,True,True
18701,True,True,True,True,True,True,True,True,True,True,True
18702,True,True,True,True,True,True,True,True,True,True,True
18703,True,True,True,True,True,True,True,True,True,True,True
18704,True,True,True,True,True,True,True,True,True,True,True
18705,True,True,True,True,True,True,True,True,True,True,True
18706,True,True,True,True,True,True,True,True,True,True,True
18707,True,True,True,True,True,True,True,True,True,True,True
18708,True,True,True,True,True,True,True,True,True,True,True
18709,True,True,True,True,True,True,True,True,True,True,True
18710,True,True,True,True,True,True,True,True,True,True,True
18711,True,True,True,True,True,True,True,True,True,True,True
18712,True,True,True,True,True,True,True,True,True,True,True
18713,True,True,True,True,True,True,True,True,True,True,True
18714,True,True,True,True,True,True,True,True,True,True,True
18715,True,True,True,True,True,True,True,True,True,True,True
18716,True,True,True,True,True,True,True,True,True,True,True
18717,True,True,True,True,True,True,True,True,True,True,True
18718,True,True,True,True,True,True,True,True,True,True,True
18719,True,True,True,True,True,True,True,True,True,True,True
18720,True,True,True,True,True,True,True,True,True,True,True
18721,True,True,True,True,True,True,True,True,True,True,True
18722,True,True,True,True,True,True,True,True,True,True,True
18723,True,True,True,True,True,True,True,True,True,True,True
18724,True,True,True,True,True,True,True,True,True,True,True
18725,True,True,True,True,True,True,True,True,True,True,True
18726,True,True,True,True,True,True,True,True,True,True,True
18727,True,True,True,True,True,True,True,True,True,True,True
18728,True,True,True,True,True,True,True,True,True,True,True
18853,True,True,True,True,True,True,True,True,True,True,True
18854,True,True,True,True,True,True,True,True,True,True,True
18855,True,True,True,True,True,True,True,True,True,True,True
18856,True,True,True,True,True,True,True,True,True,True,True
18857,True,True,True,True,True,True,True,True,True,True,True
18858,True,True,True,True,True,True,True,True,True,True,True
18859,True,True,True,True,True,True,True,True,True,True,True
18860,True,True,True,True,True,True,True,True,True,True,True
18861,True,True,True,True,True,True,True,True,True,True,True
18862,True,True,True,True,True,True,True,True,True,True,True
18863,True,True,True,True,True,True,True,True,True,True,True
18864,True,True,True,True,True,True,True,True,True,True,True
18865,True,True,True,True,True,True,True,True,True,True,True
18866,True,True,True,True,True,True,True,True,True,True,True
18867,True,True,True,True,True,True,True,True,True,True,True
18868,True,True,True,True,True,True,True,True,True,True,True
18869,True,True,True,True,True,True,True,True,True,True,True
18870,True,True,True,True,True,True,True,True,True,True,True
18871,True,True,True,True,True,True,True,True,True,True,True
18872,True,True,True,True,True,True,True,True,True,True,True
18873,True,True,True,True,True,True,True,True,True,True,True
18874,True,True,True,True,True,True,True,True,True,True,True
18875,True,True,True,True,True,True,True,True,True,True,True
18876,True,True,True,True,True,True,True,True,True,True,True
18877,True,True,True,True,True,True,True,True,True,True,True
18878,True,True,True,True,True,True,True,True,True,True,True
18879,True,True,True,True,True,True,True,True,True,True,True
18880,True,True,True,True,True,True,True,True,True,True,True
18881,True,True,True,True,True,True,True,True,True,True,True
18882,True,True,True,True,True,True,True,True,True,True,True
18883,True,True,True,True,True,True,True,True,True,True,True
18998,True,True,True,True,True,True,True,True,True,True,True
18999,True,True,True,True,True,True,True,True,True,True,True
19000,True,True,True,True,True,True,True,True,True,True,True
19001,True,True,True,True,True,True,True,True,True,True,True
19002,True,True,True,True,True,True,True,True,True,True,True
19003,True,True,True,True,True,True,True,True,True,True,True
19004,True,True,True,True,True,True,True,True,True,True,True
19005,True,True,True,True,True,True,True,True,True,True,True
19006,True,True,True,True,True,True,True,True,True,True,True
19007,True,True,True,True,True,True,True,True,True,True,True
19008,True,True,True,True,True,True,True,True,True,True,True
19009,True,True,True,True,True,True,True,True,True,True,True
19010,True,True,True,True,True,True,True,True,True,True,True
19011,True,True,True,True,True,True,True,True,True,True,True
19012,True,True,True,True,True,True,True,True,True,True,True
19013,True,True,True,True,True,True,True,True,True,True,True
19014,True,True,True,True,True,True,True,True,True,True,True
19015,True,True,True,True,True,True,True,True,True,True,True
19016,True,True,True,True,True,True,True,True,True,True,True
19017,True,True,True,True,True,True,True,True,True,True,True
19018,True,True,True,True,True,True,True,True,True,True,True
19019,True,True,True,True,True,True,True,True,True,True,True
19020,True,True,True,True,True,True,True,True,True,True,True
19021,True,True,True,True,True,True,True,True,True,True,True
19022,True,True,True,True,True,True,True,True,True,True,True
19023,True,True,True,True,True,True,True,True,True,True,True
19169,True,True,True,True,True,True,True,True,True,True,True
19170,True,True,True,True,True,True,True,True,True,True,True
19171,True,True,True,True,True,True,True,True,True,True,True
19174,True,True,True,True,True,True,True,True,True,True,True
19175,True,True,True,True,True,True,True,True,True,True,True
19176,True,True,True,True,True,True,True,True,True,True,True
19177,True,True,True,True,True,True,True,True,True,True,True
19178,True,True,True,True,True,True,True,True,True,True,True
19179,True,True,True,True,True,True,True,True,True,True,True
19180,True,True,True,True,True,True,True,True,True,True,True
19181,True,True,True,True,True,True,True,True,True,True,True
19182,True,True,True,True,True,True,True,True,True,True,True
19183,True,True,True,True,True,True,True,True,True,True,True
19184,True,True,True,True,True,True,True,True,True,True,True
19185,True,True,True,True,True,True,True,True,True,True,True
19186,True,True,True,True,True,True,True,True,True,True,True
19187,True,True,True,True,True,True,True,True,True,True,True
19188,True,True,True,True,True,True,True,True,True,True,True
19189,True,True,True,True,True,True,True,True,True,True,True
19190,True,True,True,True,True,True,True,True,True,True,True
19191,True,True,True,True,True,True,True,True,True,True,True
19192,True,True,True,True,True,True,True,True,True,True,True
19193,True,True,True,True,True,True,True,True,True,True,True
19194,True,True,True,True,True,True,True,True,True,True,True
19195,True,True,True,True,True,True,True,True,True,True,True
19196,True,True,True,True,True,True,True,True,True,True,True
19197,True,True,True,True,True,True,True,True,True,True,True
19198,True,True,True,True,True,True,True,True,True,True,True
19323,True,True,True,True,True,True,True,True,True,True,True
19324,True,True,True,True,True,True,True,True,True,True,True
19325,True,True,True,True,True,True,True,True,True,True,True
19326,True,True,True,True,True,True,True,True,True,True,True
19327,True,True,True,True,True,True,True,True,True,True,True
19329,True,True,True,True,True,True,True,True,True,True,True
19330,True,True,True,True,True,True,True,True,True,True,True
19331,True,True,True,True,True,True,True,True,True,True,True
19332,True,True,True,True,True,True,True,True,True,True,True
19334,True,True,True,True,True,True,True,True,True,True,True
19335,True,True,True,True,True,True,True,True,True,True,True
19336,True,True,True,True,True,True,True,True,True,True,True
19337,True,True,True,True,True,True,True,True,True,True,True
19338,True,True,True,True,True,True,True,True,True,True,True
19339,True,True,True,True,True,True,True,True,True,True,True
19340,True,True,True,True,True,True,True,True,True,True,True
19341,True,True,True,True,True,True,True,True,True,True,True
19342,True,True,True,True,True,True,True,True,True,True,True
19343,True,True,True,True,True,True,True,True,True,True,True
19344,True,True,True,True,True,True,True,True,True,True,True
19345,True,True,True,True,True,True,True,True,True,True,True
19346,True,True,True,True,True,True,True,True,True,True,True
19347,True,True,True,True,True,True,True,True,True,True,True
19348,True,True,True,True,True,True,True,True,True,True,True
19349,True,True,True,True,True,True,True,True,True,True,True
19350,True,True,True,True,True,True,True,True,True,True,True
19351,True,True,True,True,True,True,True,True,True,True,True
19352,True,True,True,True,True,True,True,True,True,True,True
19353,True,True,True,True,True,True,True,True,True,True,True
19478,True,True,True,True,True,True,True,True,True,True,True
19479,True,True,True,True,True,True,True,True,True,True,True
19480,True,True,True,True,True,True,True,True,True,True,True
19481,True,True,True,True,True,True,True,True,True,True,True
19482,True,True,True,True,True,True,True,True,True,True,True
19483,True,True,True,True,True,True,True,True,True,True,True
19484,True,True,True,True,True,True,True,True,True,True,True
19485,True,True,True,True,True,True,True,True,True,True,True
19486,True,True,True,True,True,True,True,True,True,True,True
19487,True,True,True,True,True,True,True,True,True,True,True
19488,True,True,True,True,True,True,True,True,True,True,True
19489,True,True,True,True,True,True,True,True,True,True,True
19490,True,True,True,True,True,True,True,True,True,True,True
19491,True,True,True,True,True,True,True,True,True,True,True
19492,True,True,True,True,True,True,True,True,True,True,True
19493,True,True,True,True,True,True,True,True,True,True,True
19494,True,True,True,True,True,True,True,True,True,True,True
19495,True,True,True,True,True,True,True,True,True,True,True
19496,True,True,True,True,True,True,True,True,True,True,True
19497,True,True,True,True,True,True,True,True,True,True,True
19498,True,True,True,True,True,True,True,True,True,True,True
19499,True,True,True,True,True,True,True,True,True,True,True
19500,True,True,True,True,True,True,True,True,True,True,True
19501,True,True,True,True,True,True,True,True,True,True,True
19502,True,True,True,True,True,True,True,True,True,True,True
19503,True,True,True,True,True,True,True,True,True,True,True
19504,True,True,True,True,True,True,True,True,True,True,True
19505,True,True,True,True,True,True,True,True,True,True,True
19506,True,True,True,True,True,True,True,True,True,True,True
19507,True,True,True,True,True,True,True,True,True,True,True
19508,True,True,True,True,True,True,True,True,True,True,True
19633,True,True,True,True,True,True,True,True,True,True,True
19634,True,True,True,True,True,True,True,True,True,True,True
19635,True,True,True,True,True,True,True,True,True,True,True
19636,True,True,True,True,True,True,True,True,True,True,True
19637,True,True,True,True,True,True,True,True,True,True,True
19638,True,True,True,True,True,True,True,True,True,True,True
19639,True,True,True,True,True,True,True,True,True,True,True
19640,True,True,True,True,True,True,True,True,True,True,True
19641,True,True,True,True,True,True,True,True,True,True,True
19642,True,True,True,True,True,True,True,True,True,True,True
19643,True,True,True,True,True,True,True,True,True,True,True
19644,True,True,True,True,True,True,True,True,True,True,True
19645,True,True,True,True,True,True,True,True,True,True,True
19646,True,True,True,True,True,True,True,True,True,True,True
19647,True,True,True,True,True,True,True,True,True,True,True
19648,True,True,True,True,True,True,True,True,True,True,True
19649,True,True,True,True,True,True,True,True,True,True,True
19650,True,True,True,True,True,True,True,True,True,True,True
19651,True,True,True,True,True,True,True,True,True,True,True
19652,True,True,True,True,True,True,True,True,True,True,True
19653,True,True,True,True,True,True,True,True,True,True,True
19654,True,True,True,True,True,True,True,True,True,True,True
19655,True,True,True,True,True,True,True,True,True,True,True
19656,True,True,True,True,True,True,True,True,True,True,True
19657,True,True,True,True,True,True,True,True,True,True,True
19658,True,True,True,True,True,True,True,True,True,True,True
19659,True,True,True,True,True,True,True,True,True,True,True
19660,True,True,True,True,True,True,True,True,True,True,True
19661,True,True,True,True,True,True,True,True,True,True,True
19662,True,True,True,True,True,True,True,True,True,True,True
19663,True,True,True,True,True,True,True,True,True,True,True
19727,True,True,True,True,False,True,True,True,True,True,True
19730,True,True,True,True,False,True,True,True,True,True,True
19733,True,True,True,True,True,True,True,True,True,True,True
19735,True,True,True,True,False,True,True,True,True,True,True
19738,True,True,True,True,False,True,True,True,True,True,True
19741,True,True,True,True,False,True,True,True,True,True,True
19745,True,True,True,True,True,True,True,True,True,True,True
19765,True,True,True,True,True,True,True,True,True,True,True
19769,True,True,True,True,False,True,True,True,True,True,True
19775,True,True,True,True,True,True,True,True,True,True,True
19776,True,True,True,True,True,True,True,True,True,True,True
19783,True,True,True,True,True,True,True,True,True,True,True
19787,True,True,True,True,False,True,True,True,True,True,True
